Titre Français,Titre Anglais,Année,Pochette,Disque Français,Disque Anglais,Audio Français,Audio Anglais,Double,Dernier Épisode Visionné,Année(s) saison,Dernière saison
Personne d'Intérêt - Saison 03 - 12 Samaritain,Person of Interest - Season 03 - 12 Aletheia,2011,,S,S,S:\Personne d'Intérêt - Saison 03\Person.Of.Interest.S03E12.MULTi.1080p.BluRay.x264-AUTHORiTY.mkv,S:\Personne d'Intérêt - Saison 03\Person.Of.Interest.S03E12.MULTi.1080p.BluRay.x264-AUTHORiTY.mkv,,,,
Personne d'Intérêt - Saison 03 - 13 Trafic à haute altitude ,Person of Interest - Season 03 - 13 4C,2011,,S,S,S:\Personne d'Intérêt - Saison 03\Person.Of.Interest.S03E13.MULTi.1080p.BluRay.x264-AUTHORiTY.mkv,S:\Personne d'Intérêt - Saison 03\Person.Of.Interest.S03E13.MULTi.1080p.BluRay.x264-AUTHORiTY.mkv,,,,
Personne d'Intérêt - Saison 03 - 14 L'Art du vol ,Person of Interest - Season 03 - 14 Provenance,2011,,S,S,S:\Personne d'Intérêt - Saison 03\Person.Of.Interest.S03E14.MULTi.1080p.BluRay.x264-AUTHORiTY.mkv,S:\Personne d'Intérêt - Saison 03\Person.Of.Interest.S03E14.MULTi.1080p.BluRay.x264-AUTHORiTY.mkv,,,,
Personne d'Intérêt - Saison 03 - 15 Dernier Appel ,Person of Interest - Season 03 - 15 Last Call,2011,,S,S,S:\Personne d'Intérêt - Saison 03\Person.Of.Interest.S03E15.MULTi.1080p.BluRay.x264-AUTHORiTY.mkv,S:\Personne d'Intérêt - Saison 03\Person.Of.Interest.S03E15.MULTi.1080p.BluRay.x264-AUTHORiTY.mkv,,,,
Personne d'Intérêt - Saison 03 - 16 Avant Reese ,Person of Interest - Season 03 - 16 RAM,2011,,S,S,S:\Personne d'Intérêt - Saison 03\Person.Of.Interest.S03E16.MULTi.1080p.BluRay.x264-AUTHORiTY.mkv,S:\Personne d'Intérêt - Saison 03\Person.Of.Interest.S03E16.MULTi.1080p.BluRay.x264-AUTHORiTY.mkv,,,,
Personne d'Intérêt - Saison 03 - 17 Le Complot ,Person of Interest - Season 03 - 17 / ou Root Path,2011,,S,S,S:\Personne d'Intérêt - Saison 03\Person.Of.Interest.S03E17.MULTi.1080p.BluRay.x264-AUTHORiTY.mkv,S:\Personne d'Intérêt - Saison 03\Person.Of.Interest.S03E17.MULTi.1080p.BluRay.x264-AUTHORiTY.mkv,,,,
Personne d'Intérêt - Saison 03 - 18 Diplomatie ,Person of Interest - Season 03 - 18 Allegiance,2011,,S,S,S:\Personne d'Intérêt - Saison 03\Person.Of.Interest.S03E18.MULTi.1080p.BluRay.x264-AUTHORiTY.mkv,S:\Personne d'Intérêt - Saison 03\Person.Of.Interest.S03E18.MULTi.1080p.BluRay.x264-AUTHORiTY.mkv,,,,
Personne d'Intérêt - Saison 03 - 19 Une soirée inoubliable ,Person of Interest - Season 03 - 19 Most Likely To…,2011,,S,S,S:\Personne d'Intérêt - Saison 03\Person.Of.Interest.S03E19.MULTi.1080p.BluRay.x264-AUTHORiTY.mkv,S:\Personne d'Intérêt - Saison 03\Person.Of.Interest.S03E19.MULTi.1080p.BluRay.x264-AUTHORiTY.mkv,,,,
Personne d'Intérêt - Saison 03 - 20 Le Dilemme ,Person of Interest - Season 03 - 20 Death Benefit,2011,,S,S,S:\Personne d'Intérêt - Saison 03\Person.Of.Interest.S03E20.MULTi.1080p.BluRay.x264-AUTHORiTY.mkv,S:\Personne d'Intérêt - Saison 03\Person.Of.Interest.S03E20.MULTi.1080p.BluRay.x264-AUTHORiTY.mkv,,,,
Personne d'Intérêt - Saison 03 - 21 À la poursuite de Finch ,Person of Interest - Season 03 - 21 Beta,2011,,S,S,S:\Personne d'Intérêt - Saison 03\Person.Of.Interest.S03E21.MULTi.1080p.BluRay.x264-AUTHORiTY.mkv,S:\Personne d'Intérêt - Saison 03\Person.Of.Interest.S03E21.MULTi.1080p.BluRay.x264-AUTHORiTY.mkv,,,,
Personne d'Intérêt - Saison 03 - 22 Le Blackout ,Person of Interest - Season 03 - 22 A House Divided,2011,,S,S,S:\Personne d'Intérêt - Saison 03\Person.Of.Interest.S03E22.MULTi.1080p.BluRay.x264-AUTHORiTY.mkv,S:\Personne d'Intérêt - Saison 03\Person.Of.Interest.S03E22.MULTi.1080p.BluRay.x264-AUTHORiTY.mkv,,,,
Personne d'Intérêt - Saison 03 - 23 Une page se tourne ,Person of Interest - Season 03 - 23 Deus Ex Machina,2011,,S,S,S:\Personne d'Intérêt - Saison 03\Person.Of.Interest.S03E23.FiNAL.MULTi.1080p.BluRay.x264-AUTHORiTY.mkv,S:\Personne d'Intérêt - Saison 03\Person.Of.Interest.S03E23.FiNAL.MULTi.1080p.BluRay.x264-AUTHORiTY.mkv,,,,
Personne d'Intérêt - Saison 04,Person of Interest - Season 04,2011,,V,V,,,double,,2014-2015,
Personne d'Intérêt - Saison 04 - 01 Une vie normale ,Person of Interest - Season 04 - 01 Panopticon,2011,,V,V,V:\Personne d'Intérêt - Saison 04\Person.Of.Interest.S04E01.FRENCH.1080p.WEB-DL.H264-LiBERTY.mkv,V:\Person of Interest - Season 04\Person.of.Interest.S04E01.PROPER.VOSTFR.1080p.WEB-DL.DD5.1.H.264-FLECHE.mkv,,,,
Personne d'Intérêt - Saison 04 - 02 Le Maître du jeu ,Person of Interest - Season 04 - 02 Nautilus,2011,,V,V,V:\Personne d'Intérêt - Saison 04\Person.Of.Interest.S04E02.FRENCH.1080p.WEB-DL.H264-LiBERTY.mkv,V:\Person of Interest - Season 04\Person.of.Interest.S04E02.PROPER.VOSTFR.1080p.WEB-DL.DD5.1.H.264-FLECHE.mkv,,,,
Personne d'Intérêt - Saison 04 - 03 Leçon de séduction ,Person of Interest - Season 04 - 03 Wingman,2011,,V,V,V:\Personne d'Intérêt - Saison 04\Person.Of.Interest.S04E03.FRENCH.1080p.WEB-DL.H264-LiBERTY.mkv,V:\Person of Interest - Season 04\Person.of.Interest.S04E03.PROPER.VOSTFR.1080p.WEB-DL.DD5.1.H.264-FLECHE.mkv,,,,
Personne d'Intérêt - Saison 04 - 04 Liens fraternels ,Person of Interest - Season 04 - 04 Brotherhood,2011,,V,V,V:\Personne d'Intérêt - Saison 04\Person.Of.Interest.S04E04.FRENCH.1080p.WEB-DL.H264-LiBERTY.mkv,V:\Person of Interest - Season 04\Person.of.Interest.S04E04.PROPER.VOSTFR.1080p.WEB-DL.DD5.1.H.264-FLECHE.mkv,,,,
Personne d'Intérêt - Saison 04 - 05 Les Prophètes ,Person of Interest - Season 04 - 05 Prophets,2011,,V,V,V:\Personne d'Intérêt - Saison 04\Person.Of.Interest.S04E05.FRENCH.1080p.WEB-DL.H264-LiBERTY.mkv,V:\Person of Interest - Season 04\Person.of.Interest.S04E05.PROPER.VOSTFR.1080p.WEB-DL.DD5.1.H.264-FLECHE.mkv,,,,
Personne d'Intérêt - Saison 04 - 06 Les Imposteurs ,Person of Interest - Season 04 - 06 Pretenders,2011,,V,V,V:\Personne d'Intérêt - Saison 04\Person.Of.Interest.S04E06.FRENCH.1080p.WEB-DL.H264-LiBERTY.mkv,V:\Person of Interest - Season 04\Person.of.Interest.S04E06.PROPER.VOSTFR.1080p.WEB-DL.DD5.1.H.264-FLECHE.mkv,,,,
Personne d'Intérêt - Saison 04 - 07 L'Honneur des voleurs ,Person of Interest - Season 04 - 07 Honor Among Thieves,2011,,V,V,V:\Personne d'Intérêt - Saison 04\Person.Of.Interest.S04E07.FRENCH.1080p.WEB-DL.H264-LiBERTY.mkv,V:\Person of Interest - Season 04\Person.of.Interest.S04E07.PROPER.VOSTFR.1080p.WEB-DL.DD5.1.H.264-FLECHE.mkv,,,,
Personne d'Intérêt - Saison 04 - 08 L'Académie du crime ,Person of Interest - Season 04 - 08 Point of Origin,2011,,V,V,V:\Personne d'Intérêt - Saison 04\Person.Of.Interest.S04E08.FRENCH.1080p.WEB-DL.H264-LiBERTY.mkv,V:\Person of Interest - Season 04\Person.of.Interest.S04E08.PROPER.VOSTFR.1080p.WEB-DL.DD5.1.H.264-FLECHE.mkv,,,,
Personne d'Intérêt - Saison 04 - 09 Le Moindre mal ,Person of Interest - Season 04 - 09 The Devil You Know,2011,,V,V,V:\Personne d'Intérêt - Saison 04\Person.Of.Interest.S04E09.FRENCH.1080p.WEB-DL.H264-LiBERTY.mkv,V:\Person of Interest - Season 04\Person.of.Interest.S04E09.PROPER.VOSTFR.1080p.WEB-DL.DD5.1.H.264-FLECHE.mkv,,,,
Personne d'Intérêt - Saison 04 - 10 Rencontre au sommet ,Person of Interest - Season 04 - 10 The Cold War,2011,,V,V,V:\Personne d'Intérêt - Saison 04\Person.Of.Interest.S04E10.FRENCH.1080p.WEB-DL.H264-LiBERTY.mkv,V:\Person of Interest - Season 04\Person.of.Interest.S04E10.PROPER.VOSTFR.1080p.WEB-DL.DD5.1.H.264-FLECHE.mkv,,,,
Personne d'Intérêt - Saison 04 - 11 Un coup d'avance ,Person of Interest - Season 04 - 11 If-Then-Else,2011,,V,V,V:\Personne d'Intérêt - Saison 04\Person.Of.Interest.S04E11.FRENCH.1080p.WEB-DL.H264-LiBERTY.mkv,V:\Person of Interest - Season 04\Person.of.Interest.S04E11.PROPER.VOSTFR.1080p.WEB-DL.DD5.1.H.264-FLECHE.mkv,,,,
"Personne d'Intérêt - Saison 04 - 12 Contrôle, Alt, Suppr ",Person of Interest - Season 04 - 12 Control-Alt-Delete,2011,,V,V,V:\Personne d'Intérêt - Saison 04\Person.Of.Interest.S04E12.FRENCH.1080p.WEB-DL.H264-LiBERTY.mkv,V:\Person of Interest - Season 04\Person.of.Interest.S04E12.PROPER.VOSTFR.1080p.WEB-DL.DD5.1.H.264-FLECHE.mkv,,,,
Personne d'Intérêt - Saison 04 - 13 Jeu d'illusions ,Person of Interest - Season 04 - 13 M.I.A.,2011,,V,V,V:\Personne d'Intérêt - Saison 04\Person.Of.Interest.S04E13.FRENCH.1080p.WEB-DL.H264-LiBERTY.mkv,V:\Person of Interest - Season 04\Person.of.Interest.S04E13.PROPER.VOSTFR.1080p.WEB-DL.DD5.1.H.264-FLECHE.mkv,,,,
Personne d'Intérêt - Saison 04 - 14 Procès sous tension ,Person of Interest - Season 04 - 14 Guilty,2011,,V,V,V:\Personne d'Intérêt - Saison 04\Person.Of.Interest.S04E14.FRENCH.1080p.WEB-DL.H264-LiBERTY.mkv,V:\Person of Interest - Season 04\Person.of.Interest.S04E14.PROPER.VOSTFR.1080p.WEB-DL.DD5.1.H.264-FLECHE.mkv,,,,
Personne d'Intérêt - Saison 04 - 15 Chacun son combat ,Person of Interest - Season 04 - 15 Q&A,2011,,V,V,V:\Personne d'Intérêt - Saison 04\Person.Of.Interest.S04E15.FRENCH.1080p.WEB-DL.H264-LiBERTY.mkv,V:\Person of Interest - Season 04\Person.of.Interest.S04E15.PROPER.VOSTFR.1080p.WEB-DL.DD5.1.H.264-FLECHE.mkv,,,,
Personne d'Intérêt - Saison 04 - 16 Diamant brut ,Person of Interest - Season 04 - 16 Blunt,2011,,V,V,V:\Personne d'Intérêt - Saison 04\Person.Of.Interest.S04E16.FRENCH.1080p.WEB-DL.H264-LiBERTY.mkv,V:\Person of Interest - Season 04\Person.of.Interest.S04E16.PROPER.VOSTFR.1080p.WEB-DL.DD5.1.H.264-FLECHE.mkv,,,,
Personne d'Intérêt - Saison 04 - 17 Vengeance thérapeutique ,Person of Interest - Season 04 - 17 Karma,2011,,V,V,V:\Personne d'Intérêt - Saison 04\Person.Of.Interest.S04E17.FRENCH.1080p.WEB-DL.H264-LiBERTY.mkv,V:\Person of Interest - Season 04\Person.of.Interest.S04E17.PROPER.VOSTFR.1080p.WEB-DL.DD5.1.H.264-FLECHE.mkv,,,,
Personne d'Intérêt - Saison 04 - 18 Un cheval de Troie ,Person of Interest - Season 04 - 18 Skip,2011,,V,V,V:\Personne d'Intérêt - Saison 04\Person.Of.Interest.S04E18.FRENCH.1080p.WEB-DL.H264-LiBERTY.mkv,V:\Person of Interest - Season 04\Person.of.Interest.S04E18.PROPER.VOSTFR.1080p.WEB-DL.DD5.1.H.264-FLECHE.mkv,,,,
Personne d'Intérêt - Saison 04 - 19 Recherche machine ,Person of Interest - Season 04 - 19 Search and Destroy,2011,,V,V,V:\Personne d'Intérêt - Saison 04\Person.Of.Interest.S04E19.FRENCH.1080p.WEB-DL.H264-LiBERTY.mkv,V:\Person of Interest - Season 04\Person.of.Interest.S04E19.PROPER.VOSTFR.1080p.WEB-DL.DD5.1.H.264-FLECHE.mkv,,,,
Personne d'Intérêt - Saison 04 - 20 Ultimes confidences ,Person of Interest - Season 04 - 20 Terra Incognita,2011,,V,V,V:\Personne d'Intérêt - Saison 04\Person.Of.Interest.S04E20.FRENCH.1080p.WEB-DL.H264-LiBERTY.mkv,V:\Person of Interest - Season 04\Person.of.Interest.S04E20.PROPER.VOSTFR.1080p.WEB-DL.DD5.1.H.264-FLECHE.mkv,,,,
Personne d'Intérêt - Saison 04 - 21 Le Complexe du sauveur ,Person of Interest - Season 04 - 21 Asylum,2011,,V,V,V:\Personne d'Intérêt - Saison 04\Person.Of.Interest.S04E21.FRENCH.1080p.WEB-DL.H264-LiBERTY.mkv,V:\Person of Interest - Season 04\Person.of.Interest.S04E21.PROPER.VOSTFR.1080p.WEB-DL.DD5.1.H.264-FLECHE.mkv,,,,
Personne d'Intérêt - Saison 04 - 22 En cours d'extinction ,Person of Interest - Season 04 - 22 YHWH,2011,,V,V,V:\Personne d'Intérêt - Saison 04\Person.Of.Interest.S04E22.FiNAL.FRENCH.1080p.WEB-DL.H264-LiBERTY.mkv,V:\Person of Interest - Season 04\Person.of.Interest.S04E22.FiNAL.PROPER.VOSTFR.1080p.WEB-DL.DD5.1.H.264-FLECHE.mkv,,,,
Personne d'Intérêt - Saison 05,Person of Interest - Season 05,2011,,Y,Y,,,,,2016,
Personne d'Intérêt - Saison 05 - 01 Réanimation ,Person of Interest - Season 05 - 01 B.S.O.D.,2011,,Y,Y,Y:\Personne d'Intérêt - Saison 05\Person.of.Interest.S05E01.Multi.1080p.BluRay.DTS-HDMA.5.1.H.264-CELESTIS.mkv,Y:\Personne d'Intérêt - Saison 05\Person.of.Interest.S05E01.Multi.1080p.BluRay.DTS-HDMA.5.1.H.264-CELESTIS.mkv,,,,
Personne d'Intérêt - Saison 05 - 02 Erreur de jugement ,Person of Interest - Season 05 - 02 SNAFU,2011,,Y,Y,Y:\Personne d'Intérêt - Saison 05\Person.of.Interest.S05E02.Multi.1080p.BluRay.DTS-HDMA.5.1.H.264-CELESTIS.mkv,Y:\Personne d'Intérêt - Saison 05\Person.of.Interest.S05E02.Multi.1080p.BluRay.DTS-HDMA.5.1.H.264-CELESTIS.mkv,,,,
Personne d'Intérêt - Saison 05 - 03 Fantôme du passé ,Person of Interest - Season 05 - 03 Truth Be Told,2011,,Y,Y,Y:\Personne d'Intérêt - Saison 05\Person.of.Interest.S05E03.Multi.1080p.BluRay.DTS-HDMA.5.1.H.264-CELESTIS.mkv,Y:\Personne d'Intérêt - Saison 05\Person.of.Interest.S05E03.Multi.1080p.BluRay.DTS-HDMA.5.1.H.264-CELESTIS.mkv,,,,
Personne d'Intérêt - Saison 05 - 04 Sous contrôle ,"Person of Interest - Season 05 - 04 6,741",2011,,Y,Y,Y:\Personne d'Intérêt - Saison 05\Person.of.Interest.S05E04.Multi.1080p.BluRay.DTS-HDMA.5.1.H.264-CELESTIS.mkv,Y:\Personne d'Intérêt - Saison 05\Person.of.Interest.S05E04.Multi.1080p.BluRay.DTS-HDMA.5.1.H.264-CELESTIS.mkv,,,,
Personne d'Intérêt - Saison 05 - 05 Détectirs ,Person of Interest - Season 05 - 05 ShotSeeker,2011,,Y,Y,Y:\Personne d'Intérêt - Saison 05\Person.of.Interest.S05E05.Multi.1080p.BluRay.DTS-HDMA.5.1.H.264-CELESTIS.mkv,Y:\Personne d'Intérêt - Saison 05\Person.of.Interest.S05E05.Multi.1080p.BluRay.DTS-HDMA.5.1.H.264-CELESTIS.mkv,,,,
Personne d'Intérêt - Saison 05 - 06 Une union parfaite ,Person of Interest - Season 05 - 06 A More Perfect Union,2011,,Y,Y,Y:\Personne d'Intérêt - Saison 05\Person.of.Interest.S05E06.Multi.1080p.BluRay.DTS-HDMA.5.1.H.264-CELESTIS.mkv,Y:\Personne d'Intérêt - Saison 05\Person.of.Interest.S05E06.Multi.1080p.BluRay.DTS-HDMA.5.1.H.264-CELESTIS.mkv,,,,
Personne d'Intérêt - Saison 05 - 07 Code radio ,Person of Interest - Season 05 - 07 QSO,2011,,Y,Y,Y:\Personne d'Intérêt - Saison 05\Person.of.Interest.S05E07.Multi.1080p.BluRay.DTS-HDMA.5.1.H.264-CELESTIS.mkv,Y:\Personne d'Intérêt - Saison 05\Person.of.Interest.S05E07.Multi.1080p.BluRay.DTS-HDMA.5.1.H.264-CELESTIS.mkv,,,,
Personne d'Intérêt - Saison 05 - 08 Le Virus ,Person of Interest - Season 05 - 08 Reassortment,2011,,Y,Y,Y:\Personne d'Intérêt - Saison 05\Person.of.Interest.S05E08.Multi.1080p.BluRay.DTS-HDMA.5.1.H.264-CELESTIS.mkv,Y:\Personne d'Intérêt - Saison 05\Person.of.Interest.S05E08.Multi.1080p.BluRay.DTS-HDMA.5.1.H.264-CELESTIS.mkv,,,,
Personne d'Intérêt - Saison 05 - 09 Une voix familière ,Person of Interest - Season 05 - 09 Sotto Voce,2011,,Y,Y,Y:\Personne d'Intérêt - Saison 05\Person.of.Interest.S05E09.Multi.1080p.BluRay.DTS-HDMA.5.1.H.264-CELESTIS.mkv,Y:\Personne d'Intérêt - Saison 05\Person.of.Interest.S05E09.Multi.1080p.BluRay.DTS-HDMA.5.1.H.264-CELESTIS.mkv,,,,
Personne d'Intérêt - Saison 05 - 10 Pour Finch ,Person of Interest - Season 05 - 10 The Day the World Went Away,2011,,Y,Y,Y:\Personne d'Intérêt - Saison 05\Person.of.Interest.S05E10.Multi.1080p.BluRay.DTS-HDMA.5.1.H.264-CELESTIS.mkv,Y:\Personne d'Intérêt - Saison 05\Person.of.Interest.S05E10.Multi.1080p.BluRay.DTS-HDMA.5.1.H.264-CELESTIS.mkv,,,,
Personne d'Intérêt - Saison 05 - 11 Mission capitale ,Person of Interest - Season 05 - 11 Synecdoche,2011,,Y,Y,Y:\Personne d'Intérêt - Saison 05\Person.of.Interest.S05E11.Multi.1080p.BluRay.DTS-HDMA.5.1.H.264-CELESTIS.mkv,Y:\Personne d'Intérêt - Saison 05\Person.of.Interest.S05E11.Multi.1080p.BluRay.DTS-HDMA.5.1.H.264-CELESTIS.mkv,,,,
Personne d'Intérêt - Saison 05 - 12 .Exe ,Person of Interest - Season 05 - 12 .Exe ,2011,,Y,Y,Y:\Personne d'Intérêt - Saison 05\Person.of.Interest.S05E12.Multi.1080p.BluRay.DTS-HDMA.5.1.H.264-CELESTIS.mkv,Y:\Personne d'Intérêt - Saison 05\Person.of.Interest.S05E12.Multi.1080p.BluRay.DTS-HDMA.5.1.H.264-CELESTIS.mkv,,,,
Personne d'Intérêt - Saison 05 - 13 Retour à 0,Person of Interest - Season 05 - 13 Return 0,2011,,Y,Y,Y:\Personne d'Intérêt - Saison 05\Person.of.Interest.S05E13.Multi.1080p.BluRay.DTS-HDMA.5.1.H.264-CELESTIS.mkv,Y:\Personne d'Intérêt - Saison 05\Person.of.Interest.S05E13.Multi.1080p.BluRay.DTS-HDMA.5.1.H.264-CELESTIS.mkv,,,,2016
Vengeance,Revenge,2011,Picture 1478,Z,Z,,,,,,
Vengeance - Saison 01,Revenge - Season 01,2011,,Z,Z,,,,,2011-2012,
Vengeance - Saison 01 - 01 Qui est Emily Thorne ?,Revenge - Season 01 - 01 Pilot,2011,,Z,Z,Z:\Vengeance - Saison 01\Saison 01 - 01 Qui est Emily Thorne\VIDEO_TS\VIDEO_TS.IFO,Z:\Vengeance - Saison 01\Saison 01 - 01 Qui est Emily Thorne\VIDEO_TS\VIDEO_TS.IFO,,,,
Vengeance - Saison 01 - 02 Confiance,Revenge - Season 01 - 02 Trust,2011,,Z,Z,Z:\Vengeance - Saison 01\Saison 01 - 02 Confiance\VIDEO_TS\VIDEO_TS.IFO,Z:\Vengeance - Saison 01\Saison 01 - 02 Confiance\VIDEO_TS\VIDEO_TS.IFO,,,,
Vengeance - Saison 01 - 03 Trahison,Revenge - Season 01 - 03 Betrayal,2011,,Z,Z,Z:\Vengeance - Saison 01\Saison 01 - 03 Trahison\VIDEO_TS\VIDEO_TS.IFO,Z:\Vengeance - Saison 01\Saison 01 - 03 Trahison\VIDEO_TS\VIDEO_TS.IFO,,,,
Vengeance - Saison 01 - 04 Duplicité,Revenge - Season 01 - 04 Duplicity,2011,,Z,Z,Z:\Vengeance - Saison 01\Saison 01 - 04 Duplicité\VIDEO_TS\VIDEO_TS.IFO,Z:\Vengeance - Saison 01\Saison 01 - 04 Duplicité\VIDEO_TS\VIDEO_TS.IFO,,,,
Vengeance - Saison 01 - 05 Culpabilité,Revenge - Season 01 - 05 Guilt,2011,,Z,Z,Z:\Vengeance - Saison 01\Saison 01 - 05 Culpabilité\VIDEO_TS\VIDEO_TS.IFO,Z:\Vengeance - Saison 01\Saison 01 - 05 Culpabilité\VIDEO_TS\VIDEO_TS.IFO,,,,
Vengeance - Saison 01 - 06 L'Homme de Tous les Dangers ,Revenge - Season 01 - 06 Intrigue,2011,,Z,Z,Z:\Vengeance - Saison 01\Saison 01 - 06 L'Homme de Tous les Dangers\VIDEO_TS\VIDEO_TS.IFO,Z:\Vengeance - Saison 01\Saison 01 - 06 L'Homme de Tous les Dangers\VIDEO_TS\VIDEO_TS.IFO,,,,
Vengeance - Saison 01 - 07 Nos Deux Facettes ,Revenge - Season 01 - 07 Charade,2011,,Z,Z,Z:\Vengeance - Saison 01\Saison 01 - 07 Nos Deux Facettes\VIDEO_TS\VIDEO_TS.IFO,Z:\Vengeance - Saison 01\Saison 01 - 07 Nos Deux Facettes\VIDEO_TS\VIDEO_TS.IFO,,,,
Vengeance - Saison 01 - 08 Retour du Passé ,Revenge - Season 01 - 08 Treachery,2011,,Z,Z,Z:\Vengeance - Saison 01\Saison 01 - 08 Retour du Passé\VIDEO_TS\VIDEO_TS.IFO,Z:\Vengeance - Saison 01\Saison 01 - 08 Retour du Passé\VIDEO_TS\VIDEO_TS.IFO,,,,
Vengeance - Saison 01 - 09 Soupçons,Revenge - Season 01 - 09 Suspicion,2011,,Z,Z,Z:\Vengeance - Saison 01\Saison 01 - 09 Soupçons\VIDEO_TS\VIDEO_TS.IFO,Z:\Vengeance - Saison 01\Saison 01 - 09 Soupçons\VIDEO_TS\VIDEO_TS.IFO,,,,
Vengeance - Saison 01 - 10 Loyauté,Revenge - Season 01 - 10 Loyalty,2011,,Z,Z,Z:\Vengeance - Saison 01\Saison 01 - 10 Loyauté\VIDEO_TS\VIDEO_TS.IFO,Z:\Vengeance - Saison 01\Saison 01 - 10 Loyauté\VIDEO_TS\VIDEO_TS.IFO,,,,
Vengeance - Saison 01 - 11 La Menace Tyler ,Revenge - Season 01 - 11 Duress,2011,,Z,Z,Z:\Vengeance - Saison 01\Saison 01 - 11 La Menace Tyler\VIDEO_TS\VIDEO_TS.IFO,Z:\Vengeance - Saison 01\Saison 01 - 11 La Menace Tyler\VIDEO_TS\VIDEO_TS.IFO,,,,
Vengeance - Saison 01 - 12 À Livre Ouvert ,Revenge - Season 01 - 12 Infamy,2011,,Z,Z,Z:\Vengeance - Saison 01\Saison 01 - 12 À Livre Ouvert\VIDEO_TS\VIDEO_TS.IFO,Z:\Vengeance - Saison 01\Saison 01 - 12 À Livre Ouvert\VIDEO_TS\VIDEO_TS.IFO,,,,
Vengeance - Saison 01 - 13 La Proposition ,Revenge - Season 01 - 13 Commitment,2011,,Z,Z,Z:\Vengeance - Saison 01\Saison 01 - 13 La Proposition\VIDEO_TS\VIDEO_TS.IFO,Z:\Vengeance - Saison 01\Saison 01 - 13 La Proposition\VIDEO_TS\VIDEO_TS.IFO,,,,
Vengeance - Saison 01 - 14 Perception,Revenge - Season 01 - 14 Perception,2011,,Z,Z,Z:\Vengeance - Saison 01\Saison 01 - 14 Perception\VIDEO_TS\VIDEO_TS.IFO,Z:\Vengeance - Saison 01\Saison 01 - 14 Perception\VIDEO_TS\VIDEO_TS.IFO,,,,
Vengeance - Saison 01 - 15 Chaos,Revenge - Season 01 - 15 Chaos,2011,,Z,Z,Z:\Vengeance - Saison 01\Saison 01 - 15 Chaos\VIDEO_TS\VIDEO_TS.IFO,Z:\Vengeance - Saison 01\Saison 01 - 15 Chaos\VIDEO_TS\VIDEO_TS.IFO,,,,
Vengeance - Saison 01 - 16 Le Scandale ,Revenge - Season 01 - 16 Scandal,2011,,Z,Z,Z:\Vengeance - Saison 01\Saison 01 - 16 Le Scandale\VIDEO_TS\VIDEO_TS.IFO,Z:\Vengeance - Saison 01\Saison 01 - 16 Le Scandale\VIDEO_TS\VIDEO_TS.IFO,,,,
Vengeance - Saison 01 - 17 Recherche Amanda Désespérément ,Revenge - Season 01 - 17 Doubt,2011,,Z,Z,Z:\Vengeance - Saison 01\Saison 01 - 17 Recherche Amanda Désespérément\VIDEO_TS\VIDEO_TS.IFO,Z:\Vengeance - Saison 01\Saison 01 - 17 Recherche Amanda Désespérément\VIDEO_TS\VIDEO_TS.IFO,,,,
Vengeance - Saison 01 - 18 Le Procès ,Revenge - Season 01 - 18 Justice,2011,,Z,Z,Z:\Vengeance - Saison 01\Saison 01 - 18 Le Procès\VIDEO_TS\VIDEO_TS.IFO,Z:\Vengeance - Saison 01\Saison 01 - 18 Le Procès\VIDEO_TS\VIDEO_TS.IFO,,,,
Vengeance - Saison 01 - 19 Absolution,Revenge - Season 01 - 19 Absolution,2011,,Z,Z,Z:\Vengeance - Saison 01\Saison 01 - 19 Absolution\VIDEO_TS\VIDEO_TS.IFO,Z:\Vengeance - Saison 01\Saison 01 - 19 Absolution\VIDEO_TS\VIDEO_TS.IFO,,,,
Vengeance - Saison 01 - 20 Héritage,Revenge - Season 01 - 20 Legacy,2011,,Z,Z,Z:\Vengeance - Saison 01\Saison 01 - 20 Héritage\VIDEO_TS\VIDEO_TS.IFO,Z:\Vengeance - Saison 01\Saison 01 - 20 Héritage\VIDEO_TS\VIDEO_TS.IFO,,,,
Vengeance - Saison 01 - 21 Le Deuil ,Revenge - Season 01 - 21 Grief,2011,,Z,Z,Z:\Vengeance - Saison 01\Saison 01 - 21 Le Deuil\VIDEO_TS\VIDEO_TS.IFO,Z:\Vengeance - Saison 01\Saison 01 - 21 Le Deuil\VIDEO_TS\VIDEO_TS.IFO,,,,
Vengeance - Saison 01 - 22 Le Jugement Dernier ,Revenge - Season 01 - 22 Reckoning,2011,,Z,Z,Z:\Vengeance - Saison 01\Saison 01 - 22 Le Jugement Dernier\VIDEO_TS\VIDEO_TS.IFO,Z:\Vengeance - Saison 01\Saison 01 - 22 Le Jugement Dernier\VIDEO_TS\VIDEO_TS.IFO,,,,
Vengeance - Saison 02,Revenge - Season 02,2011,,Z,Z,,,,,2012-2013,
Vengeance - Saison 02 - 01 Le Destin ,Revenge - Season 02 - 01 Destiny,2011,,Z,Z,Z:\Vengeance - Saison 02\Saison 02 - 01 Le Destin\VIDEO_TS\VIDEO_TS.IFO,Z:\Vengeance - Saison 02\Saison 02 - 01 Le Destin\VIDEO_TS\VIDEO_TS.IFO,,,,
