Titre Français,Titre Anglais,Année,Pochette,Disque Français,Disque Anglais,Résumé
Kandisha,Kandisha,2020,Picture 5044,D,,"Temps présent. Une femme est séquestrée par un mari sans pitié. Il meurt. Elle est accusée de meurtre... elle clame son innocence... elle dit simplement qu'elle a été vengée... vengée par Kandisha... mais qui l'écoutera ? Qui la croira ? Encore moins la défendra... peut être quelqu'un de vulnérable... quelqu'un comme Nyla Jayde, brisée par la mort de son enfant... "
The Division,The Division,2020,Picture 5045,D,D,"Rio de Janeiro, 1997. Une dizaine de personnes sont kidnappées tous les mois et rendues à leurs proches après le paiement de fortes rançons. Les habitants les plus aisés, terrorisés, se cloîtrent chez eux. Mendonça et Juliano Santiago, deux policiers que tout oppose, sont nommés à la tête de la brigade anti-kidnapping... "
Croisière dans la Jungle,Jungle Cruise,2021,Picture 5046,D,D,"Chercheuse intrépide, la doctoresse Lily Houghton quitte Londres pour explorer la jungle amazonienne à la recherche d’un remède miraculeux. Pour descendre le fleuve, elle engage Frank Wolff, un capitaine roublard aussi douteux que son vieux rafiot délabré. Bien décidée à découvrir l’arbre séculaire dont les extraordinaires pouvoirs de guérison pourraient changer l'avenir de la médecine, Lily se lance dans une quête épique. L’improbable duo va dès lors affronter d’innombrables dangers - sans parler de forces surnaturelles - dissimulés sous la splendeur luxuriante de la forêt tropicale. Alors que les secrets de l’arbre perdu se révèlent peu à peu, les enjeux s’avèrent encore plus grands pour Lily et Frank. Ce n’est pas seulement leur destin qui est en jeu, mais celui de l’humanité tout entière… "
Run Hide Fight,Run Hide Fight,2020,Picture 5047,D,D,"Zoe est sur le point d'obtenir son diplôme à un moment très difficile de sa vie après la mort de sa mère. Pour se distraire, elle part à la chasse avec son père Todd, ancien membre des forces spéciales. Un jour, alors que Zoe est à l'école, quatre élèves assiègent le bâtiment et pénètrent dans le bar de l'école avec une camionnette. En utilisant les techniques qu'elle a apprises de son père, Zoe parvient à échapper aux assaillants. "
Killer Crocodile 2,Killer Crocodile 2,1990,Picture 5048,D,D,"Liza Farrel, une jeune journaliste de New York, est envoyée aux Caraïbes pour enquêter sur la disparition de fûts de produits toxiques. Elle apprend qu'un centre touristique doit être construit sur une île, qui est, paraît-il, le domaine d'un crocodile géant dont l'instinct de tueur a déjà fait plusieurs victimes. Liza est persuadée que cette zone est contaminée par des déchets radioactifs, qui seraient à l'origine de l'apparition de ce monstre des marais. Avec l'aide de Kevin, qui connaît l'île dans ses moindres recoins, elle part à la recherche de preuves et au-devant de dangers qu'elle a tort de sous-estimer. Bien vite, l'expédition tourne au cauchemar..."
La Chaise du Mal,The Devil's Chair,2007,Picture 5049,D,,"Un couple vient dans un vieil asile psychiatrique à l'abandon pour ajouter un peu de piment à leur vie sexuelle. Découvrant une vieille et étrange chaise, ils s'essaient aux jeux morbides jusqu'à ce qu'un mécanisme se mette en route et mutile atrocement la jeune femme. Disparaissant dans une gerbe de sang, son compagnon est alors accusé de son meurtre et mis en examen dans un établissement spécialisé. Mais une équipe de scientifiques est décidée à se rendre sur place pour essayer la machine... "
Killer Crocodile,Killer Crocodile,1989,Picture 5050,D,D,"Dans les Caraïbes, des activités peu recommandables mettent en péril l'équilibre de la jungle alentour. En effet, une entreprise déverse ses fûts toxiques dans les marais du coin. Les preuves du désastre en main, et prêt à ouvrir le procès, un groupe d'écolos des plus mémorables va rencontrer le fruit de cette pollution : un crocodile géant. "
Pig,Pig,2021,Picture 5051,D,D,"Un chasseur de truffes vit en ermite dans la nature sauvage de l’Oregon, quand l’enlèvement de son cochon de chasse (!) le pousse dans une quête vers Portland où les démons du passé vont ressurgir. "
Aftermath,Aftermath,2021,Picture 5052,D,D,"Un couple à bout de souffle accepte d'emménager dans une maison qui serait au-dessus de leurs moyens si les murs n'avaient pas un passé douteux. Dans une ultime tentative de repartir à zéro, ils acceptent l'offre. Peu de temps après, les amoureux sont victimes de faits étranges... "
The Dare,The Dare,2019,Picture 5053,D,D,"Quatre inconnus se réveillent enchainés au sous-sol d’une maison isolée. Pour résoudre le puzzle de leur passé, ils doivent survivre aux terribles épreuves de leur tortionnaire et découvrir son sombre secret. "
Loups-Garous,Werewolves Within,2021,Picture 5054,D,D,"Qui est le loup-garou ? Vous aussi menez l’enquête et découvrez lequel des suspects hauts en couleurs se transforme la nuit venue en lycanthrope. Une adaptation inventive du célèbre jeu, dans une comédie horrifique où se mêlent mystère, humour... et loups-garous ! "
Malasana 32,Malasana 32,2020,Picture 5055,D,D,"Madrid, 1976. La famille Olmedo s'installe dans le quartier de Malasaña. Ils sont enthousiastes à l'idée de s'installer dans la capitale, à une époque de profonde transformation pour l'Espagne. Mais il y a quelque chose que la famille ne sait pas encore : dans la maison qu'ils ont achetée, ils ne sont pas seuls... Une présence mystérieuse veut les faire sortir de leur nouvelle maison et va transformer leur nouvelle vie en un cauchemar des plus effrayants. "
La Nuée,The Swarm,2020,Picture 5056,D,D,"Difficile pour Virginie de concilier sa vie d’agricultrice avec celle de mère célibataire. Pour sauver sa ferme de la faillite, elle se lance à corps perdu dans le business des sauterelles comestibles. Mais peu à peu, ses enfants ne la reconnaissent plus : Virginie semble développer un étrange lien obsessionnel avec ses sauterelles... "
Outpost,Outpost,2008,Picture 5057,D,D,"Sept mercenaires sont envoyés dans un ancien bunker au fin fond d'une forêt d'Europe de l'Est, non loin du Kosovo. Leur mission: escorter durant les prochaines 48 heures un homme d'affaire à un fortin de guerre abandonné. Une fois sur place, ils prennent conscience que le lieu n'était autre que le théâtre d'expériences scientifiques nazis. Alors qu'ils découvrent qu'ils ne sont pas seuls, ils vont rapidement découvrir ce qu'ils font là... "
Outpost 2 - Black Sun,Outpost 2 - Black Sun,2012,Picture 5058,D,D,"1945. Fin de la 2nde Guerre Mondiale, Klausener, un scientifique allemand, développe une nouvelle technologie terrifiante qui a le pouvoir de créer une armée de Nazis immortels. Retour au présent, une force de l’OTAN est déployée en Europe de l’Est où un ennemi cruel massacre sans pitié chaque personne qu’il trouve sur son passage. Helena, la détective qui travaille sur le dossier du célèbre criminel de guerre Klausener, découvre que c’est l’armée indestructible de zombies nazis qui est à l’origine de ces massacres. Avec l’aide de Wallace, un homme qui a passé des années à traquer les secrets des Nazis, ils vont s’associer à une équipe des forces spéciales pour vaincre l’ennemi au-delà de ses limites. Leur mission : détruire définitivement cette armée diabolique et empêcher l’arrivée menaçante d’un 4ème Reich… "
The House Next Door,The House Next Door,2021,Picture 5059,D,D,"Carl Black est devenu auteur et s'installe avec sa famille dans sa ville natale. Alors qu'il travaille à son nouveau livre, il est interrompu par l'arrivée d'un nouveau voisin, un extravagant ""mac"". "
11-9 - À Bord d'Air Force One,9-11 - Inside Air Force One,2019,Picture 5060,D,,Ce documentaire reconstitue la journée des attentats du 11 septembre 2001 telle qu'elle a été vécue à bord de l'avion présidentiel américain et dans les plus hautes instances militaires des Etats-Unis.
CODA,CODA,2021,Picture 5061,D,D,"Dans une ville de pêcheurs du Massachusetts. Ruby, dix-sept ans, est l'unique membre de sa famille à ne pas être atteint de surdité - également désignée comme CODA, acronyme de l'anglais pour ""child of deaf adults"". Sa vie se résume à servir d'interprète pour ses parents et, chaque jour, à aider son père et son frère sur le bateau de pêche familial avant de se rendre à l'école. Lorsque Ruby s'inscrit à la chorale du lycée, elle se découvre un don pour le chant et s'éprend de son partenaire Miles. Encouragée par son professeur aussi enthousiaste qu'exigeant à postuler dans une prestigieuse école de musique, Ruby se retrouve vite écartelée entre les obligations qu'elle croit devoir à sa famillle et la poursuite de ses rêves. "
The Jack in the Box,The Jack in the Box,2019,Picture 5062,D,D,"La malédiction meurtrière du clown chasseur se perpétue…Un vieux « Jack in the box » a été déterré et donné au musée dans lesquel travaille Casey, un passionné d’objets vintage. Quand il va se rendre compte que la poupée cachée dans la boîte est en realité une forme humaine de clown terrifiante animée d’intentions démoniques, il sera déjà trop tard pour échapper à l’effroyable mécanique… "
La Grande Évasion 2,Prison Break 2 - The Final Break,2009,Picture 5063,D,D,"Quelques mois ont passé depuis la terrible confrontation avec le Cartel et le Général Krantz (Leon Russom). Entourés de Lincoln (Dominic Purcell) et Sucre (Amaury Nolasco), Michael (Wentworth Miller) et Sara (Sarah Wayne Callies) se marient. Mais la joie est de courte durée car la police de Miami fait irruption après la cérémonie afin d'arrêter Sara pour le meurtre de Christina Scofield (Kathleen Quinlan), la mère de Michael. Le cauchemar recommence... Fou de rage, Michael ne peut pas laisser Sara, enceinte de 4 mois, passer 25 ans de sa vie derrière les barreaux. Aussi est-il résolu à tout faire pour libérer la femme qu'il aime de l'enfer carcéral où elle est retenue prisonnière..."
Beckett,Beckett,2021,Picture 5064,D,D,"Après un tragique accident de la route en Grèce, Beckett, un touriste américain, se retrouve pris dans un dangereux complot politique et doit fuir pour sauver sa peau. "
LX 2048,LX 2048,2020,Picture 5065,D,D,"Dans un futur dystopique proche, le soleil représente une menace pour la population humaine. La vie se passe à présent en intérieur et virtuellement. Un homme mourant cherche à assurer le bien-être économique futur de sa famille... "
Grèce - Secrets du Passé,Greece - Secrets of the Past,2006,Picture 5066,D,,"Grèce, secrets du passé vous invite à découvrir le berceau de la démocratie grâce à une aventure archéologique hors du commun. Il suit le travail d'un archéologue grec du XXIème siècle lancé à la recherche de l'histoire cachée de ses lointains ancêtres, fondateurs d'une société qui ne cesse d'étonner par la modernité de ses idées et de ses inventions. Les plus beaux sites de Grèce retrouvent leur gloire originelle grâce à de surprenantes reconstitutions en images de synthèse. "
Caché,Hidden,2015,Picture 5067,D,D,Une famille se cache dans un abri anti-bombes après avoir échappé à une épidémie.
Till Death,Till Death,2021,Picture 5068,D,D,"Dans une maison isolée dans la neige, une jeune femme se réveille menottée au corps sans vie de son mari. Incapable de se libérer, sans téléphone pour appeler du secours, elle découvre que des tueurs à gages sont en route pour venir l’éliminer. "
Mission Astéroïde,Mission Astéroïde,2021,Picture 5069,D,,"Août 2020. La sonde américaine Osiris-Rex s’approche de Bennu, un astéroïde de 500 mètres de diamètre, distant de 147 millions de kilomètres de la Terre et formé il y a 4,5 milliards d’années, pour l'ultime étape d'un voyage dans l’espace entamé quatre ans plus tôt. Initiée par l’université d’Arizona et conduite par la Nasa, la mission d’Osiris-Rex consiste à en rapporter des échantillons susceptibles de livrer de précieuses informations sur les origines du système solaire et les mystères de la formation des planètes. "
Crocodile 2,Crocodile 2 - Death Swamp,2002,Picture 5070,D,,"Un criminel, qui transporte de l'argent et de l'or volés, détourne un avion qui s'écrase dans un marais mexicain où les survivants sont terrorisés par un crocodile géant. "
Unearth,Unearth,2020,Picture 5071,D,,Un père cherche désespérément à sauver sa famille et ses concitoyens d'une force sinistre qui sommeillait depuis longtemps sous leurs pieds. 
