Titre Français,Titre Anglais,Année,Pochette,Disque Français,Disque Anglais,Act,Anim,Aven,Bio,Bonus,Com,Crime,Doc,Drame,Fant,Guer,Hist,Hor,Mus,Myst,Rom,Sc-Fi,Série,Spec,Sport,Thril,West,Note,Nombre de Voteurs,Durée,Producteur,En Vedette,Audio Français,Audio Anglais,Traité,Double,Dernier Épisode Visionné,3D,Année(s) saison,Dernière saison,Produit / Créé par,Adresse Résumé,Nouveau,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Source,Y,Film Étranger,Mini Série,Z,A,B,Catastrophe,Version Originale,C,Bestiole,Tous,Vue,Pas Vue,Adresse Séries,Coup de Coeur,Série En Cours,Série Complété,Espion,Antique,Politique,Procès,Super-Héros,Tueur en Série,Vampire,Zombie,Terroriste,Sorcellerie,Asiatique,Érotique,Nouveauté,D,Scientifique,Archéologie,Mon Vote,Commentaires Jules,Société,Religion,Format,Commentaires Gérald,QTP,E,Nouv Com Jules,Nouv Com Gérald,Extraterrestre,Sélection du Jour
Objectif Terrienne,Earth Girls Are Easy,1988,Picture 24605,T,T,,,,,,X,,,,,,,,X,,X,X,,,,,,5.2,15558,100,Julien Temple ,"Geena Davis, Jeff Goldblum, Jim Carrey ",T:\Objectif Terrienne\Objectif terrienne.mkv,T:\Earth Girls Are Easy\Earth.Girls.Are.Easy.mkv,O,double,,,,,,2209,,,,,,,,,,,,X,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
"Elvira, Maîtresse des Ténèbres","Elvira, Mistress of the Dark",1988,Picture 24992,U,U,,,,,,X,,,,,,,X,,,,,,,,,,6.3,8575,96,James Signorelli ,"Cassandra Peterson, Phil Rubenstein, Larry Flash Jenkins","U:\Elvira, Maîtresse des Ténèbres\Elvira Maitresse Des Tenebres.mkv","U:\Elvira, Maîtresse des Ténèbres\Elvira Maitresse Des Tenebres.mkv",O,,,,,,,2268,,,,,,,,,,,,,X,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frantic,Frantic,1988,Picture 25128,V,V,,,,,,,X,,X,,,,,,X,,,,,,X,,6.9,36709,120,Roman Polanski ,"Harrison Ford, Betty Buckley, Emmanuelle Seigner ",V:\Frantic\VIDEO_TS\VIDEO_TS.IFO,V:\Frantic\VIDEO_TS\VIDEO_TS.IFO,O,,,,,,,2656,,,,,,,,,,,,,,X,,,Sel,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vendredi 13 07 - Un Nouveau Défi,Friday the 13th 07 - The New Blood,1988,Picture 21735,J,J,,,,,,,,,,,,,X,,,,,,,,X,,5.1,15 888,88,John Carl Buechler ,"Jennifer Banko, John Otrin, Susan Blu",B:\Vendredi 13 07 - Un Nouveau Défi\VIDEO_TS\VIDEO_TS.IFO,B:\Vendredi 13 07 - Un Nouveau Défi\VIDEO_TS\VIDEO_TS.IFO,O,,,,,,,2690,,X,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
Funny Farm,Funny Farm,1988,Picture 1219,Y,Y,,,,,,X,,,X,,,,,,,,,,,,,,6.1,15570,101,George Roy Hill ,"Chevy Chase,  Madolyn Smith Osborne,  Kevin O'Morrison ",Y:\Funny Farm\Funny Farm.mkv,Y:\Funny Farm\Funny Farm.mkv,O,,,,,,,2728,,,,,,,,,,,,,,,,,Sel,X,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Ville Fantôme,Ghost Town,1988,Picture 3293,B,B,X,,,,,,,,,,,,X,,,,,,,,,X,5.4,1084,85,Richard McCarthy,"Franc Luz, Catherine Hickland, Jimmie F. Skaggs",S:\La Ville Fantôme\Ghost.Town.mkv,S:\La Ville Fantôme\Ghost.Town.mkv,O,,,,,,,2810,,,,,,,,,,,,,,,,,Sel,,,,,,X,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorilles dans la Brume,Gorillas in the Mist - The Adventure of Dian Fossey,1988,Picture 24152,S,S,,,,X,,,,,X,,,,,,,,,,,,,,7.0,17108,129,Michael Apted ,"Sigourney Weaver, Bryan Brown, Julie Harris",S:\Gorilles dans la Brume\Gorilles Dans La Brume.mkv,S:\Gorillas in the Mist - The Adventure of Dian Fossey\Gorillas in the Mist - The Story of Dian Fossey.mkv,O,double,,,,,,2900,,,,,,,,,,,X,,,,,,Sel,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
La Maison de Grand-Mère,Grandmother's House,1988,Picture 3392,C,C,,,,,,,,,,,,,X,,,,,,,,X,,5.3,735,90,Peter Rader ,"Eric Foster, Kim Valentine, Len Lesser",W:\La Maison de Grand-Mère\Grandmother's.House.mkv,W:\La Maison de Grand-Mère\Grandmother's.House.mkv,O,,,,,,,2919,,,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,X,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Tombeau des Lucioles,Grave of the Fireflies,1988,Picture 23359,P,P,,X,,,,,,,X,,X,,,,,,,,,,,,8.5,91603,89,Isao Takahata ,"Tsutomu Tatsumi, Ayano Shiraishi, Akemi Yamaguchi ",P:\Le Tombeau des Lucioles\Le.Tombeau.des.Lucioles.mkv,P:\Grave of the Fireflies\grave.of.the.fireflies.mkv,O,double,,,,,,2923,,,,,,,,X,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
Halloween 04 - Le Retour de Michael Myers,Halloween 04 - The Return of Michael Myers,1988,Picture 682,O,O,,,,,,,,,X,,,,X,,,,,,,,X,,5.9,22 948,88,Dwight H. Little ,"Donald Pleasence, Ellie Cornell, Danielle Harris",O:\Halloween 04 - Le Retour de Michael Myers\Halloween4-Le retour de Michael Myers.avi,O:\Halloween 04 - The Return of Michael Myers\Halloween.4.The.Return.of.Michael.Myers.mkv,O,double,,,,,,2989,,,,,,,X,,,,,,,,,,L3,,,,,,,,Anglais,,,X,X,,,,,,,,,,,X,,,,,,,,,,,J,Scénario pas très crédible mais j'aime quand même bien tous ces Halloween. Bien meilleurs que les Vendredi 13.,,,,,,,,,,
Série Noire au Campus,Heathers,1988,Picture 25186,V,V,,,,,,X,X,,X,,,,,,,,,,,,,,7.3,56164,103,Michael Lehmann ,"Winona Ryder, Christian Slater, Shannen Doherty ",V:\Série Noire au Campus\Heathers.mkv,V:\Série Noire au Campus\Heathers.mkv,O,,,,,,,3083,,,,,,,,,,,,,,X,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hellraiser 02 - Les Écorchés,Hellraiser 02 - Hellbound,1988,Picture 23240,P,P,,,,,,,,,,,,,X,,,,,,,,X,,6.5,24075,97,Tony Randel ,"Doug Bradley, Ashley Laurence, Clare Higgins ",P:\Hellraiser 02 - Les Écorchés\Hellraiser.II.Les.Écorchés.mkv,P:\Hellraiser 02 - Les Écorchés\Hellraiser.II.Les.Écorchés.mkv,O,,,,,,,3111,,,,,,,,X,,,,,,,,,L3,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,R,Suite du film précédent. Assez original. Bons trucages pour l'époque. Scénario plutôt faible mais intéressant quand même. Je donne une note de 6.0,,,,,X,,,,,
Hero Contre Terror,Hero and the Terror,1988,Picture 2014,A,,X,,,,,,X,,X,,,,,,,,,,,,X,,5.2,2735,96,William Tannen ,"Chuck Norris,  Brynn Thayer,  Steve James ",A:\Hero Contre Terror\Hero Contre Terror.mkv,,O,,,,,,,3138,,,,,,,,,,,,,,,,,Sel,,,,,X,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
High Spirits,High Spirits,1988,Picture 21770,C,C,,,,,,X,,,,X,,,X,,,,,,,,,,5.6,5154,99,Neil Jordan ,"Peter O'Toole, Daryl Hannah, Steve Guttenberg",U:\High Spirits\High Spirits.mkv,U:\High Spirits\High Spirits.mkv,O,,,,,,,3161,,,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intruder,Intruder,1988,Picture 3262,B,B,,,,,,,,,,,,,X,,,,,,,,X,,6.3,6500,83,Scott Spiegel ,"Elizabeth Cox, Renée Estevez, Dan Hicks ",S:\Intruder\INTRUDER.mkv,S:\Intruder\INTRUDER.mkv,O,,,,,,,3521,,,,,,,,,,,,,,,,,Sel,,,,,,X,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jack l'Éventreur,Jack the Ripper,1988,Picture 1466,Z,Z,,,,,,,X,,X,,,,,,X,X,,,,,X,,7.7,3509,96,David Wickes ,"Michael Caine,  Armand Assante,  Ray McAnally ",,,O,,,,,1988,P,3595,,,,,,,,,,,,,,,,,Sel,,,X,X,,,,Anglais,,,X,X,,10939,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
Les Clowns Tueurs Venus d'Ailleurs,Killer Klowns from Outer Space,1988,Picture 21940,O,,,,,,,X,,,,,,,X,,,,X,,,,,,6.0,18 657,88,Stephen Chiodo ,"Grant Cramer, Suzanne Snyder, John Allen Nelson ",O:\Les Clowns Tueurs Venus d'Ailleurs\Les Clowns Tueurs Venus d'Ailleurs.AVI,,O,,,,,,,3813,,,,,,,X,,,,,,,,,,Sel,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
La Vie est un Long Fleuve Tranquille,La Vie est un Long Fleuve Tranquille,1988,Picture 3862,C,,,,,,,X,,,,,,,,,,,,,,,,,6.9,3828,90,Étienne Chatiliez ,"Benoît Magimel, Hélène Vincent, Valérie Lalande",W:\La Vie est un Long Fleuve Tranquille\La Vie Est un long Fleuve Tranquille.mkv,,O,,,,,,,3962,,,,,,,,,,,,,,,,,Sel,,,,,,,,,X,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
À Fond la Caisse Shérif,License to Drive,1988,Picture 3227,B,B,,,,,,X,,,,,,,,,,,,,,,,,6.3,16772,88,Greg Beeman ,"Corey Haim, Corey Feldman, Carol Kane",S:\À Fond la Caisse Shérif\License To Drive.mkv,S:\À Fond la Caisse Shérif\License To Drive.mkv,O,,,,,,,4205,,,,,,,,,,,,,,,,,Sel,,,,,,X,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Le Flic de l'Enfer,Maniac Cop,1988,Picture 24703,U,U,X,,,,,,X,,,,,,,,X,,,,,,X,,6.0,8744,85,William Lustig ,"Tom Atkins, Bruce Campbell, Laurene Landon ",U:\Le Flic de l'Enfer\Maniac.cop.mkv,U:\Maniac Cop\01 Maniac Cop.mp4,O,double,,,,,,4428,,,,,,,,,,,,,X,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,
Le Messsager de la Mort,Messenger of Death,1988,Picture 3368,B,B,X,,,,,,X,,X,,,,,,,,,,,,,,5.6,2237,91,J. Lee Thompson ,"Charles Bronson, Trish Van Devere, Laurence Luckinbill ",S:\Le Messsager de la Mort\Messenger.of.Death.mkv,S:\Le Messsager de la Mort\Messenger.of.Death.mkv,O,,,,,,,4601,,,,,,,,,,,,,,,,,Sel,,,,,,X,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Midnight Run,Midnight Run,1988,Picture 24452,T,T,X,,,,,X,X,,X,,,,,,,,,,,,,,7.6,49724,126,Martin Brest ,"Robert De Niro, Charles Grodin, Yaphet Kotto",T:\Midnight Run (français)\Midnight Run.mkv,T:\Midnight Run\Midnight.Run.mkv,O,double,,,,,,4628,,,,,,,,,,,,X,,,,,L3,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,R,"Un chassé-croisé amusant entre deux chasseurs de prime, des tueurs à gage et le FBI. Action léger. Bon film mais je donnes pas plus de 6.5",,,,,,,,,,
Appel d'Urgence,Miracle Mile,1988,Picture 25263,V,V,X,,,,,,,,X,,,,,,,X,X,,,,X,,7.0,5958,87,Steve De Jarnatt ,"Anthony Edwards,  Mare Winningham,  John Agar",V:\Appel d'Urgence\Miracle.Mile.mkv,V:\Appel d'Urgence\Miracle.Mile.mkv,O,,,,,,,4661,,,,,,,,,,,,,,X,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portés Disparus 3,Missing in Action 3 - Braddock,1988,Picture 5110,D,D,X,,,,,,,,,,X,,,,,,,,,,,,4.9,6240,103,​Aaron Norris,"​Chuck Norris, ​Aki Aleong, ​Roland Harrah III",N:\Portés Disparus 3\Portes Disparus III.mkv,N:\Portés Disparus 3\Portes Disparus III.mkv,O,,,,,,,9527,,,,,,,,,,,,,,,,,L3,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,X,,,V,Prévisible mais on se plait toujours à écouter un bon vieux Chuck Norris.,,,,"Pas des gros scénarios, mais ces Braddock sont des classiques des films d'action des années '80. Rambo s'en est inspiré !",,,,,,
Le Mississippi Brûle,Mississippi Burning,1988,Picture 22058,M,M,,,,,,,,,X,,,X,,,X,,,,,,,,7.8,54 031,128,Alan Parker ,"Gene Hackman, Willem Dafoe, Frances McDormand ",M:\Le Mississippi Brûle\VIDEO_TS\VIDEO_TS.IFO,M:\Le Mississippi Brûle\VIDEO_TS\VIDEO_TS.IFO,O,,,,,,,4696,,,,,X,,,,,,,,,,,,L3,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,J,"Très bon mais tellement révoltant. Le racisme, l'insécurité et la manipulation des foules dans la sud des usa sont rendus avec justesse dans ce film. Foutu péquenauds du sud. Ça n'a pas beaucoup évolué depuis cette époque.",,,,,,,,,,
Incidents de Parcours,Monkey Shines - An Experiment in Fear,1988,Picture 25634,W,W,,,,,,,,,X,,,,X,,,,X,,,,X,,6.2,7668,113,George A. Romero ,"Jason Beghe,  John Pankow,  Kate McNeil ",W:\Incidents de Parcours\Incidents.de.Parcours.mkv,W:\Monkey Shines - An Experiment in Fear\Monkey.Shines.mp4,O,double,,,,,,4725,,,,,,,,,,,,,,,X,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moonwalker,Moonwalker,1988,Picture 24683,A,T,X,,,,,,X,,,X,,,,X,,,,,,,X,,5.9,11708,93,"Jerry Kramer, Jim Blashfield, Colin Chilvers ","Michael Jackson, Joe Pesci, Sean Lennon",A:\Moonwalker\Moonwalker.mkv,T:\Moonwalker\Moonwalker.mkv,O,double,,,,,,4752,,,,,,,,,,,,X,,,,,Sel,,,,,X,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moving,Moving,1988,Picture 3725,C,C,,,,,,X,,,,,,,,,,,,,,,,,6.2,4891,89,Alan Metter ,"Richard Pryor, Beverly Todd, Stacey Dash ",W:\Moving\Moving.mkv,W:\Moving\Moving.mkv,O,,,,,,,4779,,,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,X,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mon Voisin Totoro,My Neighbor Totoro,1988,Picture 22094,O,O,,X,,,,,,,X,X,,,,,,,,,,,,,8.3,106 683,86,Hayao Miyazaki ,"Hitoshi Takagi, Noriko Hidaka, Toshiyuki Amagasa",O:\Mon Voisin Totoro\Mon.voisin.Totoro.mkv,O:\My Neighbor Totoro\My.Neighbor.Totoro.mkv,O,double,,,,,,4862,,,,,,,X,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
Ma Belle-Mère est une Extraterrestre,My Stepmother Is an Alien,1988,Picture 25732,W,W,,,,,,X,,,,,,,,,,,X,,,,,,5.2,20862,105,Richard Benjamin,"Dan Aykroyd,  Kim Basinger,  Jon Lovitz ",W:\Ma Belle-Mère est une Extraterrestre\J'ai épousé une Extra Terrestre.mkv,W:\My Stepmother Is an Alien\My.Stepmother.Is.An.Alien.mp4,O,double,,,,,,4870,,,,,,,,,,,,,,,X,,Sel,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,
Mystic Pizza,Mystic Pizza,1988,Picture 25862,X,X,,,,,,X,,,X,,,,,,,X,,,,,,,6.2,18049,104,Donald Petrie,"Annabeth Gish,  Julia Roberts,  Lili Taylor ",X:\Mystic Pizza\Mystic Pizza.mkv,X:\Mystic Pizza\Mystic Pizza.mkv,O,,,,,,,4881,,,,,,,,,,,,,,,,X,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nécromancien,Necromancer,1988,Picture 1895,A,,,,,,,,,,,,,,X,,,,,,,,,,4.0,211,88,Dusty Nelson ,"Elizabeth Kaitan,  John Tyler,  Rhonda Dorton ",A:\Nécromancien\Necromancer.mkv,,O,,,,,,,4919,,,,,,,,,,,,,,,,,Sel,,,,,X,,,,,,X,,X,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,
La Nuit des Démons,Night of the Demons,1988,Picture 22121,Y,Y,,,,,,X,,,,X,,,X,,,,,,,,,,6.3,9280,90,Kevin Tenney ,"Cathy Podewell,  Alvin Alexis,  Hal Havins  ",Y:\La Nuit des Démons\Night of the Demons.mkv,Y:\La Nuit des Démons\Night of the Demons.mkv,O,,,,,,,4962,,,,,,,,,,,,,,,,,Sel,X,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freddy 4 - Le Cauchemar de Freddy,Nightmare on Elm Street 4 - The Dream Master,1988,Picture 278,K,K,,,,,,,,,,,,,X,,,,,,,,X,,5.6,27 600,93,Renny Harlin,"Robert Englund, Rodney Eastman, Lisa Wilcox",K:\Freddy 4 - Le Cauchemar de Freddy\VIDEO_TS\VIDEO_TS.IFO,K:\Freddy 4 - Le Cauchemar de Freddy\VIDEO_TS\VIDEO_TS.IFO,O,,,,,,,4981,,,X,,,,,,,,,,,,,,L3,,,,,,,,Anglais,,,X,X,,,,,,,,,,,X,,,,,,,,,,,V,Très très bon thriller d'horreur avec le méchant et sanguinaire Freddy. Pas mal imaginatif le Freddy lorsqu'il commet un meurtre.,,,,,X,,,,,
Le Vampire de l'Espace,Not of This Earth,1988,Picture 1715,Z,Z,,,,,,X,,,,,,,X,,,,X,,,,,,4.5,1739,81,Jim Wynorski ,"Traci Lords,  Arthur Roberts,  Lenny Juliano ",Z:\Le Vampire de l'Espace\VIDEO_TS\VIDEO_TS.IFO,Z:\Le Vampire de l'Espace\VIDEO_TS\VIDEO_TS.IFO,O,,,,,,,5039,,,,,,,,,,,,,,,,,Sel,,,,X,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paperhouse,Paperhouse,1988,Picture 25155,V,V,,,,,,,,,X,X,,,,,,,,,,,,,6.8,4190,92,Bernard Rose,"Charlotte Burke, Jane Bertish, Samantha Cahill ",V:\Paperhouse\Paperhouse.mkv,V:\Paperhouse\Paperhouse.mkv,O,,,,,,,5249,,,,,,,,,,,,,,X,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fantasme 2,Phantasm 2,1988,Picture 1974,A,A,X,,,,,,,,,X,,,X,,,,X,,,,X,,6.5,11096,97,Don Coscarelli ,"James Le Gros,  Reggie Bannister,  Angus Scrimm",A:\Fantasme 2\phantasm 2.mkv,A:\Fantasme 2\phantasm 2.mkv,O,,,,,,,5336,,,,,,,,,,,,,,,,,L1,,,,,X,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schyzo Dream,Pin,1988,Picture 2300,A,A,,,,,,,,,,,,,X,,,,,,,,X,,6.7,3240,103,Sandor Stern,"David Hewlett,  Cynthia Preston,  Terry O'Quinn",A:\Schyzo Dream\VIDEO_TS\VIDEO_TS.IFO,A:\Schyzo Dream\VIDEO_TS\VIDEO_TS.IFO,O,,,,,,,5358,,,,,,,,,,,,,,,,,Sel,,,,,X,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Académie de Police 5 - Affectation Miami Beach,Police Academy 5 - Assignment: Miami Beach,1988,Picture 24350,S,S,,,,,,X,X,,,,,,,,,,,,,,,,4.2,22759,90,Alan Myerson ,"Bubba Smith, David Graf, Michael Winslow",S:\Académie de Police 5 - Affectation Miami Beach\Police Academy 5.mkv,S:\Académie de Police 5 - Affectation Miami Beach\Police Academy 5.mkv,O,,,,,,,5430,,,,,,,,,,,X,,,,,,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Police Story 2,Police Story 2,1988,Picture 24906,U,U,X,,,,,X,X,,,,,,,,,,,,,,X,,7.2,10839,101,Jackie Chan ,"Jackie Chan, Maggie Cheung, Kwok-Hung Lam ",U:\Police Story 2\Police Story 2.mkv,U:\Police Story 2\Police Story 2.mkv,O,,,,,,,5434,,,,,,,,,,,,,X,,,,Sel,,,,,,,,Chinois,,,X,,X,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,
Poltergeist 3,Poltergeist 3,1988,Picture 22225,J,J,,,,,,,,,,X,,,X,,,,,,,,X,,4.4,10 183,98,Gary Sherman ,"Heather O'Rourke, Tom Skerritt, Nancy Allen",B:\Poltergeist 3\VIDEO_TS\VIDEO_TS.IFO,B:\Poltergeist 3\VIDEO_TS\VIDEO_TS.IFO,O,,,,,,,5441,,X,,,,,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Danger Haute Tension,Pulse,1988,Picture 1265,Y,Y,,,,,,,,,,,,,X,,,,X,,,,,,5.4,1613,95,Paul Golding ,"Cliff De Young,  Roxanne Hart,  Joey Lawrence ",Y:\Danger Haute Tension\Danger haute tension.mkv,Y:\Danger Haute Tension\Danger haute tension.mkv,O,,,,,,,5533,,,,,,,,,,,,,,,,,Sel,X,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pumpkinhead,Pumpkinhead,1988,Picture 25987,X,X,,,,,,,,,X,,,,X,,,,,,,,X,,6.2,14073,86,Stan Winston ,"Lance Henriksen,  Jeff East,  John D'Aquino ",X:\Pumpkinhead\Pumpkinhead.mkv,X:\Pumpkinhead\Pumpkinhead.mkv,O,,,,,,,5538,,,,,,,,,,,,,,,,X,L2,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,R,Mauvaise mise en scène. Scénario pas très crédible. Quelques bonnes scènes d'horreur. Je donne 5.4,,,,,,,,,,
Rain Man,Rain Man,1988,Picture 22258,M,M,,,,,,,,,X,,,,,,,,,,,,,,8.0,317 865,133,Barry Levinson ,"Dustin Hoffman, Tom Cruise, Valeria Golino",M:\Rain Man\VIDEO_TS\VIDEO_TS.IFO,M:\Rain Man\VIDEO_TS\VIDEO_TS.IFO,O,,,,,,,5596,,,,,X,,,,,,,,,,,,L3,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,J,Gagnant de 4 oscars dont celui du meilleur film.,,,,"Excellent, quel jeu de Dustin Hoffman !",,,,,,
Rambo 3,Rambo 3,1988,Picture 22261,J,J,X,,X,,,,,,,,X,,,,,,,,,,,,5.6,68 811,102,Peter MacDonald ,"Sylvester Stallone, Richard Crenna, Marc de Jonge",B:\Rambo 3\VIDEO_TS\VIDEO_TS.IFO,B:\Rambo 3\VIDEO_TS\VIDEO_TS.IFO,O,,,,,,,5603,,X,,,,,,,,,,,,,,,L3,,,,,,,,Anglais,,,X,X,,,X,,,,,,,,,,,,,,,,,,,V,Qui êtes-vous? Ton pire cauchemard. j'adore cette réplique de Rambo.,,,,"J'aime bien toute la série des Rambo, surtout le 1 et le 5.",,,,,,
Ratman,Ratman,1988,Picture 2432,A,A,,,,,,,,,,,,,X,,,,,,,,,,4.4,585,82,Giuliano Carnimeo,"David Warbeck,  Janet Agren,  Eva Grimaldi",I:\Ratman\VIDEO_TS\VIDEO_TS.IFO,I:\Ratman\VIDEO_TS\VIDEO_TS.IFO,O,,,,,,,5622,,,,,,,,,,,,,,,,,Sel,,X,,,X,,,Italien,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Double Détente,Red Heat,1988,Picture 470,N,N,X,,,,,X,X,,,,,,,,,,,,,,,,6.0,39 257,104,Walter Hill ,"Arnold Schwarzenegger, James Belushi, Peter Boyle ",N:\Double Détente\VIDEO_TS\VIDEO_TS.IFO,N:\Double Détente\VIDEO_TS\VIDEO_TS.IFO,O,,,,,,,5656,,,,,,X,,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,"Très bon, action et rigolo.",,,,,,
Le Scorpion Rouge,Red Scorpion,1988,Picture 25030,U,U,X,,X,,,,,,,,,,,,,,,,,,,,4.9,6022,105,Joseph Zito ,"Dolph Lundgren, M. Emmet Walsh, Al White ",U:\Le Scorpion Rouge\Red.Scorpion.mkv,U:\Le Scorpion Rouge\Red.Scorpion.mkv,O,,,,,,,5666,,,,,,,,,,,,,X,,,,L2,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,J,Quelques bonnes scènes d'action mais dans l'ensemble je n'ai pas vraiment accroché au scénario de ce film.,,,,,,,X,,,
Le Retour des Tomates Tueuses,Return of the Killer Tomatoes,1988,Picture 24741,B,B,,,,,,X,,,,,,,X,,,,X,,,,,,5.1,5249,98,John De Bello ,"Anthony Starke, George Clooney, Karen M. Waldron ",S:\Le Retour des Tomates Tueuses\Le Retour Des Tomates Tueuses.mkv,S:\Le Retour des Tomates Tueuses\Le Retour Des Tomates Tueuses.mkv,O,,,,,,,5725,,,,,,,,,,,,,,,,,Sel,,,,,,X,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
À Bout de Course,Running on Empty,1988,Picture 25367,X,V,,,,,,,X,,X,,,,,X,,X,,,,,,,7.7,9833,116,Sidney Lumet ,"River Phoenix,  Christine Lahti,  Judd Hirsch",X:\À Bout de Course\VIDEO_TS\VIDEO_TS.IFO,V:\Running on Empty\running_on_empty.mkv,O,double,,,,,,5878,,,,,,,,,,,,,,X,,X,Sel,,,,,,,,Anglais,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fantômes en Fête,Scrooged,1988,Picture 568,O,O,,,,,,X,,,X,X,,,,,,,,,,,,,7.0,47 229,101,Richard Donner ,"Bill Murray, Karen Allen, John Forsythe ",O:\Fantômes en Fête\Scrooged.mkv,O:\Fantômes en Fête\Scrooged.mkv,O,,,,,,,5992,,,,,,,X,,,,,,,,,,Sel,,,,,,,,Anglais,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
